exchange,market,time,kind,gate,split,entry,gross_180,gross_300,gross_460,gross_600,gross_900,gross_1200,gross_1800,mfe600,mae600
binance,LAUSDT,2026-08-19T04:19:31.585000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.0549,0.7285974499089409,2.732240437158473,1.6393442622950838,2.732240437158473,2.0036429872495543,3.0965391621129434,2.9143897996357193,3.642987249544638,-0.5464480874316835
binance,PUMPUSDT,2026-08-19T04:19:31.585000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.003018,0.3313452617627499,0.3976143141153132,0.19880715705766772,0.16567263088138606,0.0662690523525633,0.0,-0.0662690523525411,0.46388336646785433,-0.0662690523525411
binance,KAITOUSDT,2026-08-19T04:19:31.585000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.3436,0.05820721769498327,0.5238649592549383,0.3201396973224746,0.4074505238649495,0.4074505238649495,0.029103608847491635,0.14551804423748038,0.5820721769499437,-0.17462165308498312
binance,AEVOUSDT,2026-08-19T04:19:31.585000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.02096,0.04770992366411875,0.04770992366411875,0.23854961832061594,0.04770992366411875,1.3358778625954137,1.6221374045801484,1.8606870229007644,0.33396946564885344,-0.1908396946564861
binance,METUSDT,2026-08-19T04:20:40.567000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.1755,0.2279202279202419,0.2279202279202419,-0.11396011396009875,-0.11396011396009875,-0.056980056980049376,-0.056980056980049376,-0.056980056980049376,0.39886039886041225,-0.2279202279202197
binance,SOXSBUSDT,2026-08-19T04:21:55.496000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,44.89,-0.022276676319887834,-0.022276676319887834,-0.022276676319887834,0.913343729115601,0.5346402316774412,0.8242370238360275,1.5593673423925258,0.49008687903764336,-0.04455335263979787
binance,PUMPUSDT,2026-08-19T04:22:31.882000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.003024,-0.09920634920635996,0.0,-0.16534391534391846,-0.09920634920635996,-0.3968253968254065,-0.2645502645502673,-0.09920634920635996,0.2645502645502562,-0.36375661375661617
binance,KAITOUSDT,2026-08-19T04:23:06.353000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.3437,0.4364271166715117,0.14547570555716316,0.6400931044515445,0.4364271166715117,0.11638056444573941,-0.23276112889147882,0.26185627000290257,0.7273785277858602,-0.0581902822228586
binance,LAUSDT,2026-08-19T04:23:44.035000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.0553,2.3508137432187937,0.9041591320072317,1.9891500904159143,1.6274864376130127,2.169981916817365,1.9891500904159143,1.446654611211562,2.893309222423146,0.0
binance,AEVOUSDT,2026-08-19T04:23:44.035000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.02097,-0.04768717215068996,0.19074868860278205,0.4768717215069218,0.8106819265617515,1.573676680972813,1.3829279923700533,1.573676680972813,0.5722460658083017,-0.09537434430137992
binance,SOXSBUSDT,2026-08-19T04:25:34.572000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,44.88,0.0,0.5124777183600715,0.6907308377896548,0.5793226381461736,0.6238859180035528,1.2032085561497263,1.8048128342245784,0.9358288770053402,0.0
binance,PUMPUSDT,2026-08-19T04:25:34.572000+00:00,SINGLE_GATE_FAIL,lob_pattern_blocked_momentum_continuation,train,0.003031,-0.2639392939623786,-0.395908940943579,-0.395908940943579,-0.42890135268888185,-0.4618937644341736,-0.6268558231606658,-0.2639392939623786,0.032992411745302874,-0.5938634114153629
binance,PUMPUSDT,2026-08-19T04:26:07.112000+00:00,BUY,,train,0.003022,0.03309066843151243,-0.1323626737260164,-0.09927200529450397,-0.19854401058900795,-0.19854401058900795,-0.2647253474520106,0.06618133686300265,0.1323626737260053,-0.2978160158835119
binance_futures,PUMPUSDT,2026-08-19T04:26:07.657032+00:00,BUY,,train,0.003018,0.0662690523525633,-0.0662690523525411,-0.0662690523525411,-0.1325381047050933,-0.1325381047050933,-0.1988071570576566,0.1325381047051044,0.16567263088138606,-0.2650762094101977
binance,LAUSDT,2026-08-19T04:26:44.676000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.0567,-0.5291005291005346,-0.5291005291005346,-1.2345679012345623,-0.881834215167554,-0.17636684303351524,-0.7054673721340388,-2.1164021164021163,0.3527336860670083,-1.763668430335097
binance,AEVOUSDT,2026-08-19T04:26:44.676000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.02101,-0.19038553069967712,0.2855782960494935,1.0947168015230657,1.2375059495478347,1.5706806282722585,2.1418372203712455,1.3802950975725814,1.2375059495478347,-0.2379819133745853
binance,KAITOUSDT,2026-08-19T04:27:15.781000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.3452,0.2027809965237548,0.2317497103128563,-0.057937427578225176,-0.6373117033603659,-0.8111239860950192,-0.5504055619930504,-0.2027809965237659,0.28968713789108147,-0.5214368482039489
binance,PUMPUSDT,2026-08-19T04:27:15.781000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.003026,-0.23132848645076587,-0.16523463317912324,-0.198281559814939,-0.46265697290152064,-0.33046926635822427,-0.33046926635822427,-0.13218770654329637,0.0,-0.42961004626569377
binance,HEIUSDT,2026-08-19T04:29:07.665000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.1376,0.29069767441860517,1.0174418604651292,0.43604651162789665,-0.3633720930232509,-0.5087209302325646,-0.5087209302325646,-1.744186046511642,1.3081395348837122,-0.5087209302325646
binance,LAUSDT,2026-08-19T04:30:19.307000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.0564,-0.35460992907800915,-0.7092198581560294,-0.35460992907800915,0.35460992907800915,0.5319148936170137,-0.17730496453900457,-1.241134751773043,0.5319148936170137,-0.886524822695034
binance,PUMPUSDT,2026-08-19T04:30:19.307000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.003022,-0.09927200529450397,-0.1323626737260164,-0.33090668431502435,-0.16545334215750662,-0.33090668431502435,-0.09927200529450397,-0.1323626737260164,0.06618133686300265,-0.33090668431502435
binance,HEIUSDT,2026-08-19T04:30:19.307000+00:00,SINGLE_GATE_FAIL,buy_pressure_not_confirmed,train,0.1372,1.6034985422740622,1.0204081632653184,0.291545189504383,-0.21865889212827616,-0.2915451895043608,-0.07288629737608465,-1.4577259475218707,1.6034985422740622,-0.510204081632637
binance,METUSDT,2026-08-19T04:30:55.632000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.1752,-0.22831050228309113,0.11415525114155667,-0.05707762557076723,0.11415525114155667,-0.22831050228309113,0.11415525114155667,0.11415525114155667,0.22831050228311334,-0.5136986301369828
binance,AEVOUSDT,2026-08-19T04:30:55.632000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.02097,0.8106819265617515,1.1444921316166035,1.573676680972813,1.669051025274193,2.288984263233207,1.669051025274193,1.812112541726285,3.2427277062470283,0.0
binance,SOXSBUSDT,2026-08-19T04:31:31.633000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,45.21,-0.044238000442387015,-0.17695200176951476,0.06635700066357497,0.11059500110595089,0.5087370050873563,0.8405220084052312,-0.3981420039814165,0.1990710019907027,-0.33178500331784155
binance,LAUSDT,2026-08-19T04:33:55.356000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.0561,0.17825311942960553,0.7130124777183777,0.891265597147961,0.5347593582887722,0.7130124777183777,0.0,-0.35650623885917776,1.24777183600715,-0.35650623885917776
binance,HEIUSDT,2026-08-19T04:34:46.108000+00:00,BUY,,train,0.1393,-1.2203876525484603,-1.5793251974156597,-2.081837760229732,-1.7229002153625328,-1.7229002153625328,-2.5125628140703515,-2.5843503230438047,0.0,-2.081837760229732
binance_futures,HEIUSDT,2026-08-19T04:34:46.740501+00:00,BUY,,train,0.13923,-1.3574660633484226,-1.6375781081663487,-2.0757020757020794,-1.9105077928607272,-1.8243194713782884,-2.4922789628672004,-2.5856496444731647,0.021547080370609706,-2.1547080370609817
binance,SOXSBUSDT,2026-08-19T04:36:03.621000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,45.13,0.24374030578329098,0.2880567250166166,0.5317970307999076,0.6869044981165473,1.0192776423664895,0.7533791269665358,-0.06647462884998845,0.6425880788832217,-0.1551074673166397
binance,METUSDT,2026-08-19T04:36:03.621000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.1755,-0.2279202279202197,-0.2279202279202197,-0.34188034188034067,-0.34188034188034067,0.17094017094019254,-0.056980056980049376,0.11396011396012096,0.05698005698007158,-0.4558404558404505
binance,HEIUSDT,2026-08-19T04:36:03.621000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.1385,-1.0108303249097617,-1.3718411552346654,-1.4440433212996373,-1.5884476534296033,-1.0108303249097617,-2.021660649819512,-1.8772563176895463,0.07220216606498298,-1.5162454873646314
binance,PUMPUSDT,2026-08-19T04:36:44.709000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.003018,0.0,-0.0662690523525411,-0.23194168323392717,-0.1325381047050933,0.0662690523525633,0.19880715705766772,0.03313452617628165,0.0,-0.29821073558647937
binance,SOXSBUSDT,2026-08-19T04:39:05.225000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,45.23,0.17687375635642155,0.22109219544550474,0.46429361043556217,0.8180411231483609,1.017024099049313,0.04421843908910539,-0.044218439089094286,0.9506964404156548,-0.15476453681184665
binance,LAUSDT,2026-08-19T04:39:42.345000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.0566,-0.17667844522967213,0.0,-0.5300353356890386,-0.17667844522967213,-1.2367491166077715,-1.590106007067138,-0.8833922261484162,0.35335689045936647,-0.7067137809187218
binance,AEVOUSDT,2026-08-19T04:39:42.345000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.0213,-0.14084507042253502,0.46948356807512415,0.6103286384976592,0.23474178403757318,-0.046948356807507974,0.23474178403757318,0.7511737089201942,1.7840375586854584,-0.3755868544600971
binance,EULUSDT,2026-08-19T04:39:42.345000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,1.209,0.6617038875103454,1.2406947890818865,1.4888337468982549,1.9023986765922096,1.4061207609594728,0.992555831265518,0.6617038875103454,1.8196856906534276,0.0
binance,METUSDT,2026-08-19T04:41:36.715000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.1752,-0.1712328767123239,-0.1712328767123239,0.057077625570789436,0.34246575342467,0.11415525114155667,0.22831050228311334,0.6849315068493178,0.1712328767123239,-0.28538812785388057
binance,EULUSDT,2026-08-19T04:42:43.867000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,1.215,0.8230452674897082,0.9876543209876631,1.3168724279835509,1.0699588477366184,0.9053497942386857,1.2345679012345512,0.411522633744843,1.563786008230439,0.0
binance,AEVOUSDT,2026-08-19T04:42:43.867000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.02134,0.5154639175257714,0.4217432052483483,-0.09372071227742307,-0.046860356138722636,-0.18744142455483503,0.2811621368322248,-0.281162136832247,1.5932521087160367,-0.562324273664494
binance,SOXSBUSDT,2026-08-19T04:42:43.867000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,45.27,0.3313452617627499,0.6626905235254998,0.7289595758780631,0.706869891760542,0.44179368235033323,-0.46388336646786543,0.353434945880271,0.9498564170532298,-0.044179368235042205
binance,LAUSDT,2026-08-19T04:42:43.867000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.0566,0.17667844522968323,-0.5300353356890386,-0.5300353356890386,-0.35335689045936647,-1.590106007067138,-1.590106007067138,-1.0600706713780883,0.17667844522968323,-0.7067137809187218
binance,PUMPUSDT,2026-08-19T04:43:16.800000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.003015,-0.033167495854058426,0.0,0.1326699834162559,0.2321724709784423,0.3316749585406287,0.29850746268658135,-0.16583747927030323,0.2653399668325118,-0.19900497512437276
binance,EULUSDT,2026-08-19T04:43:54.384000+00:00,BUY,,train,1.218,0.5747126436781658,0.8210180623973828,1.1494252873563315,0.5747126436781658,0.5747126436781658,0.24630541871921707,0.4105090311987025,1.3136288998357948,0.0
binance_futures,EULUSDT,2026-08-19T04:43:55.019411+00:00,BUY,,train,1.2152,0.5842659644502923,0.9381171823568124,1.143844634628044,0.5019749835418086,0.5595786701777516,0.3209348255431177,0.452600394996705,1.2343647136273894,0.0
binance,AEVOUSDT,2026-08-19T04:45:52.979000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.02138,0.0,-0.280636108512633,-0.374181478016844,-0.3274087932647385,-0.1403180542563054,0.0467726847521055,-0.8419083255378879,0.5612722170252438,-0.5612722170252549
binance,EULUSDT,2026-08-19T04:46:32.205000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,1.223,0.7358953393295176,0.7358953393295176,0.24529844644316512,-0.16353229762877675,0.16353229762877675,-0.8994276369583054,0.0,0.8994276369582943,-0.16353229762877675
binance,SOXSBUSDT,2026-08-19T04:47:07.642000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,45.48,0.26385224274407815,0.24186455584873645,0.461741424802109,-0.021987686895330594,-0.9234828496042069,-0.593667546174137,0.13192612137202797,0.4837291116974729,-0.06596306068600288
binance,AEVOUSDT,2026-08-19T04:47:45.823000+00:00,BUY,,train,0.02145,-0.60606060606061,-0.5594405594405716,-0.6526806526806594,-0.6993006993006978,-0.2331002331002363,0.3263403263403353,-1.538461538461544,0.13986013986013734,-0.932400932400923
binance,LAUSDT,2026-08-19T04:47:45.823000+00:00,SINGLE_GATE_FAIL,m1_prebreakout_setup_not_ready,train,0.0562,0.1779359430605032,0.3558718861209842,-0.5338078291814985,-0.8896797153024938,-0.8896797153024938,-0.1779359430605032,-1.245551601423489,0.5338078291814874,-1.245551601423489
