exchange,gate,n,mean,median,win_rate,p05,p95,loss_mean
binance,sell_pressure_dominant,3,0.9535421301869728,1.0700951373247933,0.6666666666666666,-0.10963179745442825,1.9351289528318993,-0.24071256798545287
binance,m1_band_width_not_expanding,4,0.0380446293274731,0.0662613077260053,0.5,-0.5940864953870447,0.6306724042840458,-0.4207738656560336
binance,lob_pattern_blocked_momentum_continuation,14,-0.06294603272523037,-0.1592214593057652,0.35714285714285715,-0.7788152387272659,1.4492948521623235,-0.4957802605475534
binance,m1_prebreakout_setup_not_ready,749,-0.23250392567201783,-0.331663,0.32977303070761016,-1.6186212589075935,1.3082962369979612,-0.7335933795763345
binance,extreme_24h_range,44,-0.4340178093866678,-0.4916160773149394,0.3409090909090909,-3.8419184652149068,2.6666434095883296,-1.6086676899541454
binance,buy_pressure_not_confirmed,25,-0.5675523415957592,-0.7267247283950631,0.12,-1.3073929838633893,1.2853934197256618,-0.8438179299368781
binance,no_live_buy_tape,2,-0.6796443396026266,-0.6796443396026266,0.0,-0.8932332995791766,-0.4660553796260765,-0.6796443396026266
binance,lob_spoof,5,-0.7179233121882802,-0.6060456390621096,0.0,-1.5540628690544736,-0.2009083507695044,-0.7179233121882802
