cohort_role,position_id,symbol,side,ownership,decision_at,exchange_entry_fill_at,db_entry_at,entry_time_source,exit_fill_or_close_at,entry_price,exit_price,quantity,gross_price_pnl_usdt,settled_net_pnl_usdt,price_to_settlement_difference_usdt,known_entry_fee_usdt,known_exit_fee_usdt,known_fee_sum_usdt,residual_after_known_fees_usdt,funding_cashflow_usdt,funding_coverage,exit_reason,executor_patch,entry_policy_version,exit_policy_version,qv3_policy_version,entry_order_client_id,entry_exchange_order_id
FIXED_210,d01e99e1-3f2d-4039-94c6-e66d0e65d19b,VETUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 11:31:03.024271+00,2026-09-08T11:31:04.695Z,2026-09-08T11:31:05.164Z,RAW_FILL_RECONSTRUCTED,2026-09-08T12:25:04.742Z,0.007966448919906945,0.007794000000000001,15045,-2.594494,-2.71305195,0.11855795,0.05992759,,,,,UNKNOWN_NOT_ZERO,V17_MOMENTUM_STALE,V17-LEADER-PRODUCTION-INTEGRATION-1,,,,tb-v11e-6936925596df492489c67a1e,
FIXED_210,9a9d9dba-db9f-4f1b-9936-1e0c58c0360e,AKEUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 12:31:02.697492+00,2026-09-08T12:31:03.520Z,2026-09-08T12:31:03.998Z,RAW_FILL_RECONSTRUCTED,2026-09-08T13:22:04.962Z,0.019071548633184998,0.01905339574062301,6292,-0.114218,-0.23415904,0.11994104,0.059999079999999996,,,,,UNKNOWN_NOT_ZERO,V17_MOMENTUM_STALE,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-42375b604e964ecf8006812b,
FIXED_210,8728055d-3228-4b99-b745-89195af1501a,USELESSUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 14:05:03.981402+00,2026-09-08T14:05:04.638Z,2026-09-08T14:05:05.114Z,RAW_FILL_RECONSTRUCTED,2026-09-08T14:20:05.956Z,0.28124,0.28828997663551403,428,3.01739,2.8955106,0.1218794,0.06018535,,,,,UNKNOWN_NOT_ZERO,V17_TRAILING_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-f1e73dfb3f1d4f6dab47465d,
FIXED_210,e3d9d506-4c5e-443b-b935-ee347c4fcc43,VVVUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 14:25:06.43236+00,2026-09-08T14:25:07.260Z,2026-09-08T14:25:07.739Z,RAW_FILL_RECONSTRUCTED,2026-09-08T14:42:04.413Z,20.88251388888889,22.46,5.76,9.08632,8.96149356,0.12482644,0.06014164,,,,,UNKNOWN_NOT_ZERO,V17_TRAILING_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-6e25157f9bc24693bc9dfde9,
FIXED_210,293822f2-1668-4387-b6c3-ddcb9b98c1ef,VVVUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 14:51:02.884177+00,2026-09-08T14:51:03.900Z,2026-09-08T14:51:04.368Z,RAW_FILL_RECONSTRUCTED,2026-09-08T14:55:06.810Z,23.930000000000003,23.193,5.02,-3.69974,-3.81801872,0.11827872,0.0600643,,,,,UNKNOWN_NOT_ZERO,V17_HARD_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-c513eb15e9be4bf2a08c0102,
FIXED_210,485b7a98-8010-4154-8f90-f45368f60a66,DOGSUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 15:31:03.498648+00,2026-09-08T15:31:05.210Z,2026-09-08T15:31:05.679Z,RAW_FILL_RECONSTRUCTED,2026-09-08T16:13:04.218Z,0.000051643986181820695,0.000051569999999999996,2322882,-0.17186117,-0.29173809,0.11987692,0.05998141,,,,,UNKNOWN_NOT_ZERO,V17_TRAILING_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-7d0ee0a15b6f4adc929e2cb0,
FIXED_210,807850cb-a1b9-4110-b7ac-b6d3b0a7a2b6,PONSUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 16:16:03.163541+00,2026-09-08T16:16:04.388Z,2026-09-08T16:16:04.854Z,RAW_FILL_RECONSTRUCTED,2026-09-08T16:43:04.400Z,0.8405461538461539,0.8665,143,3.7114,3.58934621,0.12205379,0.06009905,,,,,UNKNOWN_NOT_ZERO,V17_TRAILING_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-5bae9849281e49a6b791571d,
FIXED_210,bbb92780-9700-4a87-891d-2ac27cade9db,BRUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 16:46:03.05085+00,2026-09-08T16:46:04.464Z,2026-09-08T16:46:04.967Z,RAW_FILL_RECONSTRUCTED,2026-09-08T17:32:04.929Z,0.27647494252873567,0.27588999999999997,435,-0.25445,-0.37458936,0.12013936,0.06013330000000001,,,,,UNKNOWN_NOT_ZERO,V17_MOMENTUM_STALE,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-b4921934281c4b41a3e0022d,
FIXED_210,62dba0dc-51dd-4e9a-9c92-220088e7991a,GPSUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 18:00:09.120066+00,2026-09-08T18:00:10.389Z,2026-09-08T18:00:11.291Z,RAW_FILL_RECONSTRUCTED,2026-09-08T18:46:04.485Z,0.011728622691292875,0.011845,10233,1.190889,1.0702746,0.1206144,0.060009469999999995,,,,,UNKNOWN_NOT_ZERO,V17_TRAILING_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-1ffd6f75012e4e99bf765e60,
FIXED_210,c19553f5-1f29-496e-aee8-c97043135ea0,DOGSUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 19:11:03.033143+00,2026-09-08T19:11:03.589Z,2026-09-08T19:11:04.060Z,RAW_FILL_RECONSTRUCTED,2026-09-08T19:31:04.464Z,0.00005756,0.000054611755585342994,2085145,-6.1475171,-6.26446426,0.11694716,0.06001046,,,,,UNKNOWN_NOT_ZERO,V17_HARD_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-d8ba62c866cd4385b9205594,
FIXED_210,146a8384-0752-4b42-9d83-239d70b0c4e2,DOTUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 20:16:03.372269+00,2026-09-08T20:16:04.607Z,2026-09-08T20:16:05.075Z,RAW_FILL_RECONSTRUCTED,2026-09-08T20:49:05.872Z,1.2686292502639913,1.234887117212249,94.7,-3.19538,-3.31392147,0.11854147,0.06006957,,,,,UNKNOWN_NOT_ZERO,V17_HARD_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-6738eff8124b42e19734494f,
FIXED_210,512d82bc-43c0-4ad4-9aa1-a1f588e15220,RAYSOLUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 21:01:02.926189+00,2026-09-08T21:01:03.727Z,2026-09-08T21:01:04.193Z,RAW_FILL_RECONSTRUCTED,2026-09-08T21:41:04.557Z,1.2190565922920893,1.1884000000000001,98.6,-3.02274,-3.14142761,0.11868761,0.060099490000000005,,,,,UNKNOWN_NOT_ZERO,V17_HARD_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-af6ce09a57c742c8a2217890,
FIXED_210,af68ee80-47cf-4bcb-9b5f-a14703ee2acf,EGLDUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-08 22:01:03.064189+00,2026-09-08T22:01:04.751Z,2026-09-08T22:01:05.223Z,RAW_FILL_RECONSTRUCTED,2026-09-08T23:52:03.052Z,4.937426229508197,5.005,24.4,1.6488,1.5275024,0.1212976,0.0602366,0.061061000000000004,0.1212976,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-2aed77f9c81c4ed5916ca560,
FIXED_210,43c22eef-0f0a-4c63-94f4-7101bbdb1c07,FORMUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 00:01:02.830132+00,2026-09-09T00:01:03.629Z,2026-09-09T00:01:04.102Z,RAW_FILL_RECONSTRUCTED,2026-09-09T00:14:26.494Z,0.3272,0.3275,367,0.1101,-0.01003745,0.12013745,0.0600412,0.06009625,0.12013745,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-7d779a09c29744e486b67922,
FIXED_210,a3f63fca-805b-456d-a4b3-dbbb044c2c54,BRUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 00:26:02.884221+00,2026-09-09T00:26:03.459Z,2026-09-09T00:26:03.923Z,RAW_FILL_RECONSTRUCTED,2026-09-09T01:41:04.477Z,0.27712,0.27474442396313364,434,-1.031,-1.15075456,0.11975456,0.06013504,,,,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-9c48ff81462d4e4fa8942a79,
FIXED_210,1675ae6d-b65c-4107-b229-f75916449bca,PIEVERSEUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 01:51:13.087812+00,2026-09-09T01:51:14.104Z,2026-09-09T01:51:14.575Z,RAW_FILL_RECONSTRUCTED,2026-09-09T01:54:16.979Z,1.340565060240964,1.342956626506024,83,0.1985,0.08713385,0.11136615,0.05563345,0.055732699999999996,0.11136615,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-84b3e4c3ad9f4907ac67f8d9,
FIXED_210,12fbf516-7e14-442d-b970-d8a4b09b23be,ETCUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 02:06:02.720353+00,2026-09-09T02:06:03.510Z,2026-09-09T02:06:03.969Z,RAW_FILL_RECONSTRUCTED,2026-09-09T02:55:04.473Z,8.949,8.878,13.43,-0.95353,-1.07323829,0.11970829,0.060092530000000005,,,,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-96c1f688553d48289d2e5da6,
FIXED_210,256aa417-03a7-4d7a-a120-74a0802f03c1,KATUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 03:16:04.143247+00,2026-09-09T03:16:05.001Z,2026-09-09T03:16:05.485Z,RAW_FILL_RECONSTRUCTED,2026-09-09T03:20:20.745Z,0.0055839999999999996,0.005596,21422,0.257064,0.13731504,0.11974896,0.059810209999999996,0.05993875,0.11974896,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-90479fd6199344fd82bfbc38,
FIXED_210,0f675e44-1048-4413-9d0e-956187553ae8,PHAROSUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 04:56:02.886571+00,2026-09-09T04:56:04.568Z,2026-09-09T04:56:05.045Z,RAW_FILL_RECONSTRUCTED,2026-09-09T05:03:32.452Z,0.5344,0.5554444444444444,225,4.735,4.6123925,0.1226075,0.06012,0.0624875,0.1226075,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-6597114ae21e4917bf509e24,
FIXED_210,3a762261-6a75-49da-ae6c-acd557336658,RAYSOLUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 05:06:03.252902+00,2026-09-09T05:06:04.776Z,2026-09-09T05:06:05.261Z,RAW_FILL_RECONSTRUCTED,2026-09-09T05:43:38.102Z,1.2535498956158664,1.2821,95.8,2.7351,2.61364238,0.12145762,0.06004503,0.06141259,0.12145762,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-e50e8f3645104a9ebc99f001,
FIXED_210,bd5fd912-d1c4-4e2d-acee-5cffd3ca8174,RAYSOLUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 05:51:02.698589+00,2026-09-09T05:51:03.292Z,2026-09-09T05:51:03.770Z,RAW_FILL_RECONSTRUCTED,2026-09-09T06:08:44.364Z,1.3016999999999999,1.304371924290221,63.4,0.1694,0.08678753,0.08261247,0.04126388,0.041348590000000005,0.08261247,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-ab862a27835e43b0a4e56545,
FIXED_210,10152f01-56f7-42ff-a540-9eeeb4682112,BRUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 06:31:03.709682+00,2026-09-09T06:31:04.354Z,2026-09-09T06:31:04.829Z,RAW_FILL_RECONSTRUCTED,2026-09-09T06:47:02.242Z,0.28470497630331754,0.2985784834123223,422,5.85462,5.7315472,0.1230728,0.06007274,0.06300006,0.1230728,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-f7d0c97d3a2f432c9c88f962,
FIXED_210,88581d47-ce3a-4375-a58b-953d99553348,GRASSUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 06:51:03.477615+00,2026-09-09T06:51:04.319Z,2026-09-09T06:51:04.792Z,RAW_FILL_RECONSTRUCTED,2026-09-09T07:18:39.702Z,0.366,0.3666,328,0.1968,0.07665363,0.12014637,0.06002399,0.06012238,0.12014637,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-0eb4417beeba4281a88636f4,
FIXED_210,b0d5f8c9-6a3c-4293-9acb-07fa48d21f0c,VVVUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 07:25:05.335379+00,2026-09-09T07:25:06.825Z,2026-09-09T07:25:07.302Z,RAW_FILL_RECONSTRUCTED,2026-09-09T07:30:38.162Z,28.720429594272073,28.773000000000003,4.19,0.22027,0.09982127,0.12044873,0.0601693,0.06027943,0.12044873,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-79b5da21c7d4466ba7bb25ce,
FIXED_210,73b8ce8d-3495-4710-8def-8af909b060ec,TRUTHUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 07:46:02.98477+00,2026-09-09T07:46:04.254Z,2026-09-09T07:46:04.727Z,RAW_FILL_RECONSTRUCTED,2026-09-09T08:07:32.954Z,0.014256999999999999,0.014407,8422,1.2633,1.14259591,0.12070409,0.06003622,0.06066787,0.12070409,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-500f83b1773f481eb8376d6b,
FIXED_210,0ab82c1a-4e97-461a-b10d-e855ead6af43,IOSTUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 08:46:02.735444+00,2026-09-09T08:46:03.323Z,2026-09-09T08:46:03.806Z,RAW_FILL_RECONSTRUCTED,2026-09-09T08:52:30.061Z,0.0012337366523834479,0.0012025,97317,-3.0398573,-3.15840087,0.11854357,0.06003172999999999,0.05851184,0.11854357,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-9489b5f3ffc14cd5a4b4dcde,
FIXED_210,882cf0c1-33cf-4285-a03a-ee1ca59af511,ATOMUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 09:06:02.963754+00,2026-09-09T09:06:03.784Z,2026-09-09T09:06:04.255Z,RAW_FILL_RECONSTRUCTED,2026-09-09T10:10:23.693Z,1.982,2.0019828269484807,60.56,1.21016,1.089525,0.120635,0.06001496,0.06062004,0.120635,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-ba307c0a769e4583aa90d763,
FIXED_210,efcbe735-401e-4b7d-b4cb-e2bc107b0a4c,BRUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 10:30:04.987261+00,2026-09-09T10:30:05.599Z,2026-09-09T10:30:06.075Z,RAW_FILL_RECONSTRUCTED,2026-09-09T10:59:42.494Z,0.3079942564102564,0.31176,390,1.46864,1.34778793,0.12085207,0.06005887,0.0607932,0.12085207,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-e63b279e1c5149abaf62a021,
FIXED_210,38916c77-d7cb-4008-979e-6770707fa42f,XTZUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 11:01:02.764697+00,2026-09-09T11:01:03.589Z,2026-09-09T11:01:04.060Z,RAW_FILL_RECONSTRUCTED,2026-09-09T11:37:05.290Z,0.26270000000000004,0.2633,456.9,0.27414,0.15397532,0.12016468,0.0600138,0.06015088,0.12016468,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-08b5c556b18d4960a416e001,
FIXED_210,6325cb07-66a2-4172-8e81-c341b39c96ca,BRUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 11:26:05.355489+00,2026-09-09T11:26:05.977Z,2026-09-09T11:26:06.460Z,RAW_FILL_RECONSTRUCTED,2026-09-09T11:52:08.452Z,0.31991,0.32048061170212766,376,0.21455,0.0941566,0.1203934,0.06014305,0.060250349999999994,0.1203934,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-c178a157488241b3850038b9,
FIXED_210,fa7eef80-8959-42a4-b1eb-be5be8382368,KATUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 11:45:06.742434+00,2026-09-09T11:45:07.336Z,2026-09-09T11:45:07.822Z,RAW_FILL_RECONSTRUCTED,2026-09-09T11:46:35.601Z,0.005962,0.005815,20075,-2.951025,-3.06923663,0.11821163,0.05984357,0.05836806,0.11821163,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-RELIABILITY-REVIEW-2,,,,tb-v11e-8c365deee2eb495290e5b6bd,
FIXED_210,ff3264de-f29f-4a8f-a52d-b18a615a94ec,BULLAUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 12:45:05.360705+00,2026-09-09T12:45:06.611Z,2026-09-09T12:45:07.079Z,RAW_FILL_RECONSTRUCTED,2026-09-09T12:46:06.947Z,0.09739425304136252,0.0995469188969992,1233,2.654237,2.53282279,0.12141421,0.06004355,0.061370659999999994,0.12141421,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-R5-LOSS-TAIL-1,,V17_EXIT_R5_TAIL,,tb-v11e-5aa61f973efd49f1af61d399,
FIXED_210,dd0bc203-41bd-4533-aac8-3226b7c35120,MAGMAUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 13:01:03.339937+00,2026-09-09T13:01:04.199Z,2026-09-09T13:01:04.671Z,RAW_FILL_RECONSTRUCTED,2026-09-09T13:49:05.573Z,0.26761184855233855,0.2688805122494432,449,0.56963,0.44918749,0.12044251,0.060078860000000005,,,,,UNKNOWN_NOT_ZERO,V17_MOMENTUM_STALE,V17-EXIT-R5-LOSS-TAIL-1,,V17_EXIT_R5_TAIL,,tb-v11e-242b16471bcf4a4cbb9bd5bd,
FIXED_210,366768f5-f0e1-4b8e-84d0-095c3a36e6c2,IOSTUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 13:41:05.34646+00,2026-09-09T13:41:06.004Z,2026-09-09T13:41:06.490Z,RAW_FILL_RECONSTRUCTED,2026-09-09T13:42:10.458Z,0.0013569089616398376,0.0013226,88399,-3.0328779,-3.15131083,0.11843293,0.059974679999999995,0.05845825,0.11843293,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-QUOTE-RETRY-1,,V17_EXIT_R5_TAIL,,tb-v11e-7a2aaa9237514c0786980f92,
FIXED_210,7e4193e6-9f2d-4f29-9fc4-b60416e13e49,EGLDUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 23:21:02.834936+00,2026-09-09T23:21:04.528Z,2026-09-09T23:21:05.003Z,RAW_FILL_RECONSTRUCTED,2026-09-10T01:00:05.949Z,5.161515021459227,5.144944206008583,23.3,-0.3861,-0.50617024,0.12007024,0.06013164,,,,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-76274f6492e043b5a082f572,
FIXED_210,69b72bbc-a2ab-4e5d-8627-8d8f81dac4c2,EDGEUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-09 23:56:06.24857+00,2026-09-09T23:56:08.384Z,2026-09-09T23:56:08.854Z,RAW_FILL_RECONSTRUCTED,2026-09-10T00:32:11.044Z,0.6134,0.6059,93,-0.6975,-0.75419745,0.05669745,0.0285231,0.02817435,0.05669745,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-418edd8c4f054893878ad769,
FIXED_210,f312c31c-2ffe-4574-8522-97ab7319199f,VTHOUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 01:30:07.022761+00,2026-09-10T01:30:07.607Z,2026-09-10T01:30:08.068Z,RAW_FILL_RECONSTRUCTED,2026-09-10T01:31:41.157Z,0.0006335,0.0006161,189216,-3.2923584,-3.41058054,0.11822214,0.05993416,0.05828798,0.11822214,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-8b51b27486dd4abdadc15476,
FIXED_210,0b406372-0eac-4051-a49b-9a9272da8959,ARXUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 02:15:08.717446+00,2026-09-10T02:15:09.282Z,2026-09-10T02:15:09.744Z,RAW_FILL_RECONSTRUCTED,2026-09-10T02:51:48.405Z,0.15462599742599742,0.1564,777,1.3784,1.2575664,0.1208336,0.0600722,0.0607614,0.1208336,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-3cd8bb4e77534d2d9737975f,
FIXED_210,1ebc72a5-f2b1-47a7-a1b6-9b63fc399cdd,BTRUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 02:25:05.67148+00,2026-09-10T02:25:06.254Z,2026-09-10T02:25:06.725Z,RAW_FILL_RECONSTRUCTED,2026-09-10T02:34:06.677Z,0.06509436856368564,0.06427178319783197,1845,-1.51767,-1.63701026,0.11934026,0.06004955,0.059290709999999996,0.11934026,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-a231e7317b2e4522adc91c0a,
FIXED_210,955a5ae8-7f52-49bc-a004-9e8cdb7456e4,BIRBUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 02:36:05.402086+00,2026-09-10T02:36:06.199Z,2026-09-10T02:36:06.662Z,RAW_FILL_RECONSTRUCTED,2026-09-10T02:37:19.970Z,0.06933450606585788,0.06760503755054882,1731,-2.99371,-3.11223116,0.11852116,0.06000901,0.05851215,0.11852116,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-81f5da31a3484df79d00d464,
FIXED_210,ff3348af-7710-4e29-80b4-04c487d17020,SAHARAUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 02:41:04.86732+00,2026-09-10T02:41:05.679Z,2026-09-10T02:41:06.152Z,RAW_FILL_RECONSTRUCTED,2026-09-10T03:02:21.230Z,0.010905,0.011016,11006,1.221666,1.10103476,0.12063124,0.0600102,0.06062104,0.12063124,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-71896d900c5c449f9d9bc36e,
FIXED_210,5e8b4ab9-6f65-4429-a655-e7323587d2f2,BTRUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 02:56:04.771361+00,2026-09-10T02:56:05.369Z,2026-09-10T02:56:05.834Z,RAW_FILL_RECONSTRUCTED,2026-09-10T03:07:17.740Z,0.06739953984287318,0.06652706509539844,1782,-1.55475,-1.67407859,0.11932859,0.06005299,0.0592756,0.11932859,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-4a7d2a60a4c04b4ca26a0d8f,
FIXED_210,850743bc-9e53-41d4-816e-1dc0ff1d9dbe,VTHOUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 03:46:02.996179+00,2026-09-10T03:46:03.623Z,2026-09-10T03:46:04.095Z,RAW_FILL_RECONSTRUCTED,2026-09-10T03:57:04.231Z,0.0006954356122945689,0.0006869271464500129,172564,-1.4682549,-1.5875279,0.119273,0.06000356,0.05926944,0.119273,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-d1ee3d8ffa5f4c498f5d9e02,
FIXED_210,34797278-e69d-424f-a076-d9b080a4b8fb,VETUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 04:01:03.842905+00,2026-09-10T04:01:05.093Z,2026-09-10T04:01:05.549Z,RAW_FILL_RECONSTRUCTED,2026-09-10T04:23:08.730Z,0.008008,0.007958,14987,-0.74935,-0.86899121,0.11964121,0.06000794,0.05963327,0.11964121,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-8864853f1523434f806ac7c1,
FIXED_210,6585fb68-1c0e-4b53-a9eb-79ef61670fce,BTRUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 04:06:04.905255+00,2026-09-10T04:06:05.499Z,2026-09-10T04:06:05.973Z,RAW_FILL_RECONSTRUCTED,2026-09-10T04:19:01.504Z,0.07127,0.07003,625,-0.775,-0.81915624,0.04415624,0.02227187,0.02188437,0.04415624,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-25c71d6b40294658b5c59182,
FIXED_210,a4fb6103-9da5-4267-9cda-8a1522838868,REZUSDT,LONG,AUTO_LEADER_MOMENTUM_V17_COHORT,2026-09-10 04:46:02.997468+00,2026-09-10T04:46:03.814Z,2026-09-10T04:46:04.292Z,RAW_FILL_RECONSTRUCTED,2026-09-10T04:54:21.245Z,0.003336860879243183,0.003668320228158041,35940,11.912649,11.78676592,0.12588308,0.059963380000000004,0.06591970000000001,0.12588308,0,,UNKNOWN_NOT_ZERO,V17_NATIVE_STOP,V17-EXIT-SETTLE-1,,V17_EXIT_R5_TAIL,,tb-v11e-78ca872a168d42d98e2e26e7,
