cohort_role,position_id,symbol,signal_completed_at,decision_at,entry_request_at,entry_request_time_status,entry_fill_at,db_entry_at,entry_db_lag_ms,first_native_stop_submitted_at,first_native_stop_ack_at,fill_to_first_stop_ack_ms,last_observation_detected_at,last_quote_received_at,last_exchange_book_at,exit_trigger_or_close_at,exit_fill_at,settlement_at,settlement_time_status,final_native_actual_order_id,final_native_client_id,final_native_status
FIXED_210,10152f01-56f7-42ff-a540-9eeeb4682112,BRUSDT,2026-09-09T06:30:00.000Z,2026-09-09T06:31:03.709Z,,NOT_EXPORTED,2026-09-09T06:31:04.354Z,2026-09-09T06:31:04.829Z,475,2026-09-09T06:32:03.258Z,2026-09-09T06:32:03.845Z,59491,2026-09-09T06:47:02.779Z,2026-09-09T06:47:02.668Z,2026-09-09T06:47:02.264Z,2026-09-09T06:47:02.242Z,2026-09-09T06:47:02.242Z,,NOT_EXPORTED,1582698237,tb-v17s-e40da5e847f509d1d1aa7912742,FINISHED
FIXED_210,88581d47-ce3a-4375-a58b-953d99553348,GRASSUSDT,2026-09-09T06:50:00.000Z,2026-09-09T06:51:03.477Z,,NOT_EXPORTED,2026-09-09T06:51:04.319Z,2026-09-09T06:51:04.792Z,473,2026-09-09T06:52:03.614Z,2026-09-09T06:52:04.255Z,59936,2026-09-09T07:18:02.738Z,2026-09-09T07:18:02.625Z,2026-09-09T07:18:02.467Z,2026-09-09T07:18:39.702Z,2026-09-09T07:18:39.702Z,,NOT_EXPORTED,2698271838,tb-v17s-ee26e3bf307ad903e9638aada71,FINISHED
FIXED_210,b0d5f8c9-6a3c-4293-9acb-07fa48d21f0c,VVVUSDT,2026-09-09T07:25:00.000Z,2026-09-09T07:25:05.335Z,,NOT_EXPORTED,2026-09-09T07:25:06.825Z,2026-09-09T07:25:07.302Z,477,2026-09-09T07:26:03.355Z,2026-09-09T07:26:03.924Z,57099,2026-09-09T07:30:04.232Z,2026-09-09T07:30:04.120Z,2026-09-09T07:30:03.874Z,2026-09-09T07:30:38.162Z,2026-09-09T07:30:38.162Z,,NOT_EXPORTED,2178935512,tb-v17s-2250c789e8b404f6b87a5c61637,FINISHED
FIXED_210,73b8ce8d-3495-4710-8def-8af909b060ec,TRUTHUSDT,2026-09-09T07:45:00.000Z,2026-09-09T07:46:02.984Z,,NOT_EXPORTED,2026-09-09T07:46:04.254Z,2026-09-09T07:46:04.727Z,473,2026-09-09T07:47:03.666Z,2026-09-09T07:47:04.283Z,60029,2026-09-09T08:07:02.541Z,2026-09-09T08:07:02.430Z,2026-09-09T08:07:00.614Z,2026-09-09T08:07:32.954Z,2026-09-09T08:07:32.954Z,,NOT_EXPORTED,1758838511,tb-v17s-f8f745f47b1be86dc4580fabb56,FINISHED
FIXED_210,0ab82c1a-4e97-461a-b10d-e855ead6af43,IOSTUSDT,2026-09-09T08:45:00.000Z,2026-09-09T08:46:02.735Z,,NOT_EXPORTED,2026-09-09T08:46:03.323Z,2026-09-09T08:46:03.806Z,483,2026-09-09T08:47:03.963Z,2026-09-09T08:47:04.536Z,61213,2026-09-09T08:52:02.431Z,2026-09-09T08:52:02.321Z,2026-09-09T08:52:01.848Z,2026-09-09T08:52:30.061Z,2026-09-09T08:52:30.061Z,,NOT_EXPORTED,8715475827,tb-v17s-0582acf709c9994a4b097610adb,FINISHED
FIXED_210,882cf0c1-33cf-4285-a03a-ee1ca59af511,ATOMUSDT,2026-09-09T09:05:00.000Z,2026-09-09T09:06:02.963Z,,NOT_EXPORTED,2026-09-09T09:06:03.784Z,2026-09-09T09:06:04.255Z,471,2026-09-09T09:07:03.321Z,2026-09-09T09:07:04.051Z,60267,2026-09-09T10:10:05.576Z,2026-09-09T10:10:05.463Z,2026-09-09T10:10:04.657Z,2026-09-09T10:10:23.693Z,2026-09-09T10:10:23.693Z,,NOT_EXPORTED,24789086786,tb-v17s-9b4a546cb9be319e4e8de8e988c,FINISHED
FIXED_210,efcbe735-401e-4b7d-b4cb-e2bc107b0a4c,BRUSDT,2026-09-09T10:30:00.000Z,2026-09-09T10:30:04.987Z,,NOT_EXPORTED,2026-09-09T10:30:05.599Z,2026-09-09T10:30:06.075Z,476,2026-09-09T10:31:03.179Z,2026-09-09T10:31:03.785Z,58186,2026-09-09T10:59:03.885Z,2026-09-09T10:59:03.772Z,2026-09-09T10:59:03.581Z,2026-09-09T10:59:42.494Z,2026-09-09T10:59:42.494Z,,NOT_EXPORTED,1584389619,tb-v17s-5380c1206e9a87ee0443a8b1542,FINISHED
FIXED_210,38916c77-d7cb-4008-979e-6770707fa42f,XTZUSDT,2026-09-09T11:00:00.000Z,2026-09-09T11:01:02.764Z,,NOT_EXPORTED,2026-09-09T11:01:03.589Z,2026-09-09T11:01:04.060Z,471,2026-09-09T11:02:03.536Z,2026-09-09T11:02:04.251Z,60662,2026-09-09T11:37:02.644Z,2026-09-09T11:37:02.532Z,2026-09-09T11:37:01.944Z,2026-09-09T11:37:05.290Z,2026-09-09T11:37:05.290Z,,NOT_EXPORTED,12960808019,tb-v17s-72de65fdf10e5d0ffbc5b7ab50e,FINISHED
FIXED_210,6325cb07-66a2-4172-8e81-c341b39c96ca,BRUSDT,2026-09-09T11:25:00.000Z,2026-09-09T11:26:05.355Z,,NOT_EXPORTED,2026-09-09T11:26:05.977Z,2026-09-09T11:26:06.460Z,483,2026-09-09T11:27:05.407Z,2026-09-09T11:27:06.010Z,60033,2026-09-09T11:52:02.447Z,2026-09-09T11:52:02.336Z,2026-09-09T11:52:01.511Z,2026-09-09T11:52:08.452Z,2026-09-09T11:52:08.452Z,,NOT_EXPORTED,1584890071,tb-v17s-c888213fc8a4c78059e4a6a5521,FINISHED
FIXED_210,fa7eef80-8959-42a4-b1eb-be5be8382368,KATUSDT,2026-09-09T11:45:00.000Z,2026-09-09T11:45:06.742Z,,NOT_EXPORTED,2026-09-09T11:45:07.336Z,2026-09-09T11:45:07.822Z,486,2026-09-09T11:46:04.946Z,2026-09-09T11:46:05.516Z,58180,2026-09-09T11:46:04.334Z,2026-09-09T11:46:04.223Z,2026-09-09T11:46:04.061Z,2026-09-09T11:46:35.601Z,2026-09-09T11:46:35.601Z,,NOT_EXPORTED,402976074,tb-v17s-4cc4367a3bbb180444d16a7bf4b,FINISHED
FIXED_210,ff3264de-f29f-4a8f-a52d-b18a615a94ec,BULLAUSDT,2026-09-09T12:45:00.000Z,2026-09-09T12:45:05.360Z,,NOT_EXPORTED,2026-09-09T12:45:06.611Z,2026-09-09T12:45:07.079Z,468,2026-09-09T12:46:03.745Z,2026-09-09T12:46:04.377Z,57766,2026-09-09T12:46:02.694Z,2026-09-09T12:46:02.583Z,2026-09-09T12:46:02.236Z,2026-09-09T12:46:06.947Z,2026-09-09T12:46:06.947Z,,NOT_EXPORTED,1690007836,tb-v17s-27f70a67e8bfdf4f74996248a0b,FINISHED
FIXED_210,dd0bc203-41bd-4533-aac8-3226b7c35120,MAGMAUSDT,2026-09-09T13:00:00.000Z,2026-09-09T13:01:03.339Z,,NOT_EXPORTED,2026-09-09T13:01:04.199Z,2026-09-09T13:01:04.671Z,472,2026-09-09T13:02:11.403Z,2026-09-09T13:02:12.007Z,67808,2026-09-09T13:48:02.743Z,2026-09-09T13:48:02.620Z,2026-09-09T13:48:00.190Z,2026-09-09T13:49:05.573Z,2026-09-09T13:49:05.573Z,,NOT_EXPORTED,,tb-v17s-7c2305847c8d1bc512f1a1d2052,CANCELED
FIXED_210,366768f5-f0e1-4b8e-84d0-095c3a36e6c2,IOSTUSDT,2026-09-09T13:40:00.000Z,2026-09-09T13:41:05.346Z,,NOT_EXPORTED,2026-09-09T13:41:06.004Z,2026-09-09T13:41:06.490Z,486,2026-09-09T13:42:05.162Z,2026-09-09T13:42:05.746Z,59742,2026-09-09T13:42:04.479Z,2026-09-09T13:42:04.366Z,2026-09-09T13:42:04.115Z,2026-09-09T13:42:10.458Z,2026-09-09T13:42:10.458Z,,NOT_EXPORTED,8733877691,tb-v17s-68ccffed0d9c1e9c43bee3d97a3,FINISHED
FIXED_210,7e4193e6-9f2d-4f29-9fc4-b60416e13e49,EGLDUSDT,2026-09-09T23:20:00.000Z,2026-09-09T23:21:02.834Z,,NOT_EXPORTED,2026-09-09T23:21:04.528Z,2026-09-09T23:21:05.003Z,475,2026-09-09T23:22:03.243Z,2026-09-09T23:22:03.801Z,59273,2026-09-10T01:00:04.179Z,2026-09-10T01:00:04.062Z,2026-09-10T01:00:03.759Z,2026-09-10T01:00:05.949Z,2026-09-10T01:00:05.949Z,,NOT_EXPORTED,,tb-v17s-61a49a54f73fb09e960653389b7,CANCELED
FIXED_210,69b72bbc-a2ab-4e5d-8627-8d8f81dac4c2,EDGEUSDT,2026-09-09T23:55:00.000Z,2026-09-09T23:56:06.248Z,,NOT_EXPORTED,2026-09-09T23:56:08.384Z,2026-09-09T23:56:08.854Z,470,2026-09-09T23:57:04.913Z,2026-09-09T23:57:05.473Z,57089,2026-09-10T00:32:04.302Z,2026-09-10T00:32:04.189Z,2026-09-10T00:32:03.934Z,2026-09-10T00:32:11.044Z,2026-09-10T00:32:11.044Z,,NOT_EXPORTED,900418698,tb-v17s-fcd6300d088a9da8d57d47fa7a3,FINISHED
FIXED_210,f312c31c-2ffe-4574-8522-97ab7319199f,VTHOUSDT,2026-09-10T01:30:00.000Z,2026-09-10T01:30:07.022Z,,NOT_EXPORTED,2026-09-10T01:30:07.607Z,2026-09-10T01:30:08.068Z,461,2026-09-10T01:31:03.310Z,2026-09-10T01:31:03.879Z,56272,2026-09-10T01:31:02.706Z,2026-09-10T01:31:02.594Z,2026-09-10T01:31:02.096Z,2026-09-10T01:31:41.157Z,2026-09-10T01:31:41.157Z,,NOT_EXPORTED,678879571,tb-v17s-9eb15feebf088ed4ea3b3d8a8df,FINISHED
FIXED_210,0b406372-0eac-4051-a49b-9a9272da8959,ARXUSDT,2026-09-10T02:15:00.000Z,2026-09-10T02:15:08.717Z,,NOT_EXPORTED,2026-09-10T02:15:09.282Z,2026-09-10T02:15:09.744Z,462,2026-09-10T02:16:03.778Z,2026-09-10T02:16:04.358Z,55076,2026-09-10T02:51:02.567Z,2026-09-10T02:51:02.457Z,2026-09-10T02:51:00.636Z,2026-09-10T02:51:48.405Z,2026-09-10T02:51:48.405Z,,NOT_EXPORTED,134863981,tb-v17s-f9629b5097c88557b7690970386,FINISHED
FIXED_210,1ebc72a5-f2b1-47a7-a1b6-9b63fc399cdd,BTRUSDT,2026-09-10T02:25:00.000Z,2026-09-10T02:25:05.671Z,,NOT_EXPORTED,2026-09-10T02:25:06.254Z,2026-09-10T02:25:06.725Z,471,2026-09-10T02:26:05.533Z,2026-09-10T02:26:06.091Z,59837,2026-09-10T02:34:06.208Z,2026-09-10T02:34:06.094Z,2026-09-10T02:34:05.877Z,2026-09-10T02:34:06.677Z,2026-09-10T02:34:06.677Z,,NOT_EXPORTED,1451638060,tb-v17s-cda7c45d297ce761f02a1c6c4d2,FINISHED
FIXED_210,955a5ae8-7f52-49bc-a004-9e8cdb7456e4,BIRBUSDT,2026-09-10T02:35:00.000Z,2026-09-10T02:36:05.402Z,,NOT_EXPORTED,2026-09-10T02:36:06.199Z,2026-09-10T02:36:06.662Z,463,2026-09-10T02:37:04.777Z,2026-09-10T02:37:05.330Z,59131,2026-09-10T02:37:04.176Z,2026-09-10T02:37:04.063Z,2026-09-10T02:37:03.620Z,2026-09-10T02:37:19.970Z,2026-09-10T02:37:19.970Z,,NOT_EXPORTED,620919036,tb-v17s-8ecf4b3c06ff02f8a7147c41d54,FINISHED
FIXED_210,ff3348af-7710-4e29-80b4-04c487d17020,SAHARAUSDT,2026-09-10T02:40:00.000Z,2026-09-10T02:41:04.867Z,,NOT_EXPORTED,2026-09-10T02:41:05.679Z,2026-09-10T02:41:06.152Z,473,2026-09-10T02:42:04.757Z,2026-09-10T02:42:05.322Z,59643,2026-09-10T03:02:02.818Z,2026-09-10T03:02:02.705Z,2026-09-10T03:02:02.301Z,2026-09-10T03:02:21.230Z,2026-09-10T03:02:21.230Z,,NOT_EXPORTED,1679535626,tb-v17s-f89e5aa5a58510cc0050554d0a1,FINISHED
FIXED_210,5e8b4ab9-6f65-4429-a655-e7323587d2f2,BTRUSDT,2026-09-10T02:55:00.000Z,2026-09-10T02:56:04.771Z,,NOT_EXPORTED,2026-09-10T02:56:05.369Z,2026-09-10T02:56:05.834Z,465,2026-09-10T02:57:04.792Z,2026-09-10T02:57:05.348Z,59979,2026-09-10T03:07:09.625Z,2026-09-10T03:07:09.514Z,2026-09-10T03:07:08.487Z,2026-09-10T03:07:17.740Z,2026-09-10T03:07:17.740Z,,NOT_EXPORTED,1452179662,tb-v17s-d2b3eaf9a053356e9afc411ae82,FINISHED
FIXED_210,850743bc-9e53-41d4-816e-1dc0ff1d9dbe,VTHOUSDT,2026-09-10T03:45:00.000Z,2026-09-10T03:46:02.996Z,,NOT_EXPORTED,2026-09-10T03:46:03.623Z,2026-09-10T03:46:04.095Z,472,2026-09-10T03:47:03.693Z,2026-09-10T03:47:04.284Z,60661,2026-09-10T03:57:02.429Z,2026-09-10T03:57:02.318Z,2026-09-10T03:57:01.480Z,2026-09-10T03:57:04.231Z,2026-09-10T03:57:04.231Z,,NOT_EXPORTED,685729449,tb-v17s-c4463ed784b8dad8a13a22943cf,FINISHED
FIXED_210,34797278-e69d-424f-a076-d9b080a4b8fb,VETUSDT,2026-09-10T04:00:00.000Z,2026-09-10T04:01:03.842Z,,NOT_EXPORTED,2026-09-10T04:01:05.093Z,2026-09-10T04:01:05.549Z,456,2026-09-10T04:02:03.294Z,2026-09-10T04:02:03.869Z,58776,2026-09-10T04:23:02.523Z,2026-09-10T04:23:02.411Z,2026-09-10T04:23:01.457Z,2026-09-10T04:23:08.730Z,2026-09-10T04:23:08.730Z,,NOT_EXPORTED,22464852511,tb-v17s-a971ad2919727c4c0c15d986f10,FINISHED
FIXED_210,6585fb68-1c0e-4b53-a9eb-79ef61670fce,BTRUSDT,2026-09-10T04:05:00.000Z,2026-09-10T04:06:04.905Z,,NOT_EXPORTED,2026-09-10T04:06:05.499Z,2026-09-10T04:06:05.973Z,474,2026-09-10T04:07:04.685Z,2026-09-10T04:07:05.239Z,59740,2026-09-10T04:18:04.167Z,2026-09-10T04:18:04.056Z,2026-09-10T04:18:03.198Z,2026-09-10T04:19:01.504Z,2026-09-10T04:19:01.504Z,,NOT_EXPORTED,1453645306,tb-v17s-886c8e64ac7d16cc143479d679f,FINISHED
